,chip,month,score
961,1ddfcbf5,9,0.374
962,1df195ad,9,0.954
963,1df48338,9,0.931
964,1df672f8,9,0.903
965,1df6d645,9,0.922
966,1df8214b,11,0.97
967,1dfca7aa,8,0.901
968,1e09df9e,9,0.971
969,1e131583,11,0.867
970,1e22799e,7,0.97
971,1e2e0888,8,0.968
972,1e3ca03e,8,0.95
973,1e3ec866,8,0.9390000000000001
974,1e4111fb,0,0.9299999999999999
975,1e484125,9,0.969
976,1e48eed0,11,0.96
977,1e5c6d42,2,0.883
978,1e63615b,9,0.949
979,1e6e8b4e,10,0.957
980,1e7789ff,5,0.905
981,1e7a610e,8,0.97
982,1e80a4fe,11,0.952
983,1e846dae,0,0.946
984,1e9649f3,8,0.9359999999999999
985,1e9c4780,7,0.908
986,1eaf2bf8,0,0.956
987,1eb353bb,2,0.925
988,1eba01c1,8,0.9390000000000001
989,1ec2f8ed,1,0.9299999999999999
990,1ec3d1e1,8,0.902
991,1ecb9142,8,0.902
992,1ecd8946,8,0.956
993,1ed5831c,8,0.965
994,1edd7e96,10,0.951
995,1ede41e2,10,0.963
996,1efd5999,9,0.937
997,1f01c926,8,0.967
998,1f121e14,7,0.94
999,1f133781,9,0.928
1000,1f1e3051,8,0.966
1001,1f27b777,0,0.977
1002,1f457003,9,0.975
1003,1f488fa3,7,0.30900000000000005
1004,1f5105fc,7,0.953
1005,1f52d85c,4,0.961
1006,1f5b4417,8,0.954
1007,1f5bd1ff,8,0.881
1008,1f5dedeb,9,0.933
1009,1f66e360,1,0.977
1010,1f6f4cc9,8,0.919
1011,1f7a1c20,7,0.986
1012,1f7d51c7,7,0.94
1013,1f7f40f9,10,0.982
1014,1f7f5ed1,7,0.954
1015,1f81db02,0,0.982
1016,1f874243,10,0.963
1017,1f9d2ede,8,0.959
1018,1f9dff25,8,0.952
1019,1f9eb218,9,0.951
1020,1fa53a1f,11,0.965
1021,1fa5f900,8,0.962
1022,1faa6c9d,5,0.947
1023,1facee16,9,0.98
1024,1facfb15,8,0.989
1025,1fc2a8f3,11,0.958
1026,1fc37020,8,0.965
1027,1fc47e8f,8,0.982
1028,1fd598be,7,0.957
1029,1fdba21b,2,0.994
1030,1fdc7e4a,10,0.891
1031,1fe911c0,7,0.913
1032,1fed43f7,9,0.963
1033,1fee1e0b,9,0.959
1034,1fefddce,11,0.905
1035,1ffc9fd9,11,0.919
1036,2003e1cb,1,0.937
1037,20059cb1,8,0.993
1038,200ab9f1,8,0.955
1039,200fbfd6,5,0.954
1040,2015b851,11,0.972
1041,2019d0e2,8,0.968
1042,202b279b,7,0.968
1043,202f0b2d,11,0.942
1044,20313fce,7,0.954
1045,203189c7,7,0.96
1046,20453090,11,0.964
1047,2047b4fc,10,0.961
1048,204c75d9,1,0.87
1049,20521c9e,0,0.91
1050,2069d170,11,0.906
1051,2076da02,10,0.946
1052,20794adc,9,0.982
1053,207ff668,8,0.981
1054,20821294,8,0.969
1055,20846438,10,0.902
1056,2086e0ed,11,0.869
1057,2092fc97,4,0.967
1058,20992fbd,10,0.959
1059,20994a2a,8,0.911
1060,209c9c68,11,0.972
1061,20c369bd,9,0.931
1062,20c41e1a,9,0.91
1063,20cae74a,10,0.952
1064,20cbe58f,0,0.951
1065,20d187b8,8,0.984
1066,20d70cb6,8,0.946
1067,20df6245,6,0.908
1068,20e51468,9,0.968
1069,210a6b24,9,0.933
1070,210fba90,7,0.957
1071,210ff02e,8,0.97
1072,211d1cf9,9,0.918
1073,212384c6,9,0.946
1074,2127ae5d,0,0.915
1075,2138cd5e,8,0.921
1076,2139c07b,7,0.977
1077,213b378c,9,0.957
1078,214c2be8,3,0.928
1079,214e4eb6,5,0.924
1080,214f24fa,10,0.96
1081,2168593f,10,0.914
1082,21688518,10,0.963
1083,218e148e,8,0.943
1084,2190eda5,6,0.983
1085,219999da,8,0.972
1086,21b1cbba,6,0.874
1087,21c5b44c,5,0.969
1088,21c6ef91,8,0.97
1089,21caef7f,8,0.975
1090,21cfd61f,8,0.951
1091,21d6c7f7,2,0.985
1092,21e3a6bf,9,0.911
1093,21e79cf6,7,0.914
1094,220627eb,11,0.905
1095,220d5c8f,10,0.942
1096,22144130,0,0.9339999999999999
1097,221d0aac,7,0.9410000000000001
1098,22267e7c,9,0.975
1099,222abd19,9,0.952
1100,2242caee,1,0.945
1101,2249b2b4,9,0.974
1102,2257154d,8,0.9339999999999999
1103,225d3efe,8,0.957
1104,225f0445,7,0.951
1105,22624011,8,0.975
1106,227f24ff,11,0.975
1107,227f5ad6,7,0.981
1108,22828ce4,0,0.942
1109,2288d155,11,0.922
1110,228b9dc2,11,0.962
1111,228f67bc,11,0.974
1112,22914b51,10,0.966
1113,22a1507e,8,0.929
1114,22b7e96b,10,0.96
1115,22cc51b3,8,0.919
1116,22d0987b,4,0.979
1117,22db73e4,8,0.983
1118,230db390,2,0.961
1119,231022fc,8,0.954
1120,23141549,7,0.981
1121,2314ae92,6,0.891
1122,23159416,4,0.909
1123,23172888,7,0.954
1124,231a5d2b,10,0.898
1125,232b5906,10,0.952
1126,233091c1,0,0.46499999999999997
1127,2333bd5b,9,0.969
1128,2337109d,10,0.931
1129,2345e099,5,0.986
1130,234a757f,9,0.967
1131,234bdd78,8,0.954
1132,234fae21,9,0.977
1133,23522c63,7,0.923
1134,235884cb,0,0.957
1135,2361b68d,7,0.946
1136,2365c9ea,0,0.892
1137,236b160d,0,0.924
1138,236d8372,7,0.949
1139,2370bb80,8,0.935
1140,2384b510,11,0.965
1141,2397ee78,10,0.963
1142,23983c1e,5,0.973
1143,239e325b,8,0.954
1144,23a37937,0,0.982
1145,23af9716,7,0.972
1146,23b56d8d,11,0.975
1147,23b8d945,9,0.965
1148,23c2080f,0,0.931
1149,23c2daef,9,0.972
1150,23c89e44,11,0.951
1151,23cf0270,11,0.953
1152,23d14c5d,8,0.962
1153,23d1ad6b,6,0.989
1154,23d486b5,10,0.946
1155,23e1f93f,8,0.9359999999999999
1156,23e65913,7,0.972
1157,23e96184,7,0.935
1158,23fdc995,8,0.918
1159,24001980,9,0.862
1160,2408503c,8,0.933
1161,2409a7cf,6,0.927
1162,24158908,8,0.963
1163,24177c3f,9,0.933
1164,242112f7,8,0.953
1165,242d21ba,9,0.924
1166,24318dce,9,0.983
1167,243bad58,10,0.921
1168,2441d664,8,0.984
1169,24478cc7,2,0.949
1170,244cb44b,11,0.976
1171,245c2893,10,0.912
1172,245dda04,8,0.955
1173,246363fd,7,0.991
1174,246976f8,9,0.967
1175,24714f57,7,0.983
1176,2485e030,9,0.973
1177,24898d6e,10,0.988
1178,24a4769c,9,0.947
1179,24c99b0c,8,0.97
1180,24cd3bd1,9,0.977
1181,24d3eb10,9,0.942
1182,24ddaeb6,7,0.954
1183,24ddf521,5,0.954
1184,24e112ce,3,0.956
1185,24eb6b8c,5,0.954
1186,24ebb572,5,0.843
1187,24f427d2,0,0.963
1188,24f6e665,10,0.931
1189,24fb5fe4,0,0.986
1190,24ffdd7f,8,0.883
1191,2507ecb5,4,0.91
1192,250e37c2,9,0.957
1193,2511058a,7,0.956
1194,25185e84,0,0.937
1195,251a44e0,7,0.957
1196,2525b20e,10,0.959
1197,25265599,3,0.935
1198,2529d526,7,0.971
1199,252b0e8c,8,0.979
1200,25420997,0,0.952
1201,254ec31f,9,0.984
1202,25574e27,4,0.96
1203,256d514e,7,0.938
1204,256dd9e0,0,0.9299999999999999
1205,2578965b,11,0.964
1206,2585d358,8,0.915
1207,2586d767,8,0.944
1208,2586fc66,8,0.978
1209,25991e82,4,0.894
1210,25a25054,9,0.956
1211,25a4f537,2,0.985
1212,25a677c3,10,0.986
1213,25a7bd83,8,0.959
1214,25ae3302,1,0.526
1215,25b9265b,0,0.972
1216,25bf6b1c,9,0.937
1217,25cdb138,10,0.966
1218,25d9c808,0,0.924
1219,25e8a6f7,7,0.963
1220,25ef7548,7,0.958
1221,25f2768a,8,0.967
1222,25f96e57,3,0.796
1223,25fc0763,0,0.895
1224,25fd4e5d,8,0.926
1225,260d5df4,6,0.9319999999999999
1226,26133a88,7,0.983
1227,261ac17a,8,0.973
1228,26327df5,10,0.909
1229,2637f129,8,0.968
1230,2638c7e8,8,0.97
1231,263b0030,3,0.865
1232,263cba48,9,0.951
1233,2648250f,7,0.951
1234,26497121,9,0.965
1235,26509b20,6,0.912
1236,26622ebc,8,0.958
1237,2665af1d,8,0.952
1238,2677ff5c,8,0.97
1239,2679121a,11,0.981
1240,26834d19,9,0.974
1241,2688894c,8,0.652
1242,268d4697,7,0.968
1243,26962c53,0,0.972
1244,269e7e9b,8,0.935
1245,26a19762,7,0.946
1246,26a9fa51,10,0.903
1247,26b02643,8,0.951
1248,26b2822c,8,0.975
1249,26b365a3,9,0.955
1250,26b94de7,8,0.919
1251,26bec361,7,0.958
1252,26bf9a52,5,0.957
1253,26ddd09d,8,0.97
1254,26e1dc0b,8,0.944
1255,26ea6cd0,8,0.955
1256,26ede19f,2,0.921
1257,26ef32b5,10,0.957
1258,26f47917,11,0.903
1259,26f5737c,11,0.982
1260,27194589,9,0.929
1261,271a5d14,9,0.964
1262,2723f727,4,0.902
1263,272a11fc,9,0.958
1264,272e9b6f,8,0.963
1265,2736d4e4,9,0.913
1266,27495cd7,8,0.972
1267,2760383c,8,0.988
1268,27641393,7,0.951
1269,276424eb,7,0.98
1270,2771874b,8,0.9319999999999999
1271,2773bbe5,10,0.975
1272,2784de8b,6,0.906
1273,278b1590,8,0.959
1274,2790b46b,4,0.948
1275,2791bca1,0,0.98
1276,27967134,8,0.913
1277,279cabf6,7,0.937
1278,27a1ae34,9,0.962
1279,27a2d815,9,0.969
1280,27a7817e,8,0.979
1281,27b4e820,0,0.938
1282,27b57f0a,3,0.901
1283,27b6c6d9,9,0.964
1284,27b791ea,9,0.904
1285,27bc36c7,9,0.933
1286,27bfab7d,8,0.96
1287,27bfd2a2,10,0.958
1288,27c08d15,1,0.7130000000000001
1289,27c33457,8,0.996
1290,27ddd20d,9,0.9319999999999999
1291,27f2e0b0,0,0.966
1292,27fa7b3d,8,0.97
1293,280c8135,8,0.965
1294,280f9a8b,9,0.99
1295,28162c0c,7,0.9319999999999999
1296,281726ca,10,0.986
1297,28177495,3,0.952
1298,2818652d,7,0.956
1299,282247eb,8,0.912
1300,2824d817,11,0.973
1301,28261d2d,8,0.962
1302,2828dfc6,11,0.965
1303,282b3b06,0,0.988
1304,282b5016,5,0.858
1305,283a06c2,11,0.973
1306,28439736,9,0.967
1307,2844f6c1,9,0.956
1308,284543b9,9,0.913
1309,28465227,8,0.909
1310,2850e384,9,0.988
1311,2854a358,8,0.905
1312,28558cf6,9,0.991
1313,285a952f,6,0.40800000000000003
1314,285c751c,9,0.964
1315,285e7d45,7,0.927
1316,28642d40,11,0.974
1317,2866b2a1,7,0.9410000000000001
1318,28766ac6,8,0.929
1319,28780f09,8,0.944
1320,287b26a3,9,0.915
1321,2889835c,3,0.976
1322,288afc34,8,0.965
1323,28903853,8,0.981
1324,289918cd,7,0.985
1325,289db096,8,0.962
1326,289e1a99,7,0.972
1327,28a126f5,8,0.97
1328,28a75ee5,8,0.911
1329,28ac85b5,8,0.972
1330,28b1208a,7,0.948
1331,28bb5e3d,10,0.933
1332,28c31c55,10,0.954
1333,28c3d1d1,9,0.995
1334,28cdf6a9,0,0.949
1335,28d02327,10,0.947
1336,28d3925f,7,0.94
1337,28d74a8a,7,0.954
1338,28da9249,10,0.955
1339,28e37844,0,0.955
1340,28e3f3f9,4,0.9390000000000001
1341,28e70767,8,0.959
1342,28ee2518,8,0.903
1343,28f02da2,11,0.907
1344,28fd5484,4,0.959
1345,2900760f,9,0.908
1346,290453f1,8,0.957
1347,290a8c07,8,0.959
1348,2920a0e8,7,0.972
1349,2920bdda,8,0.958
1350,29238ab7,7,0.969
1351,29292f78,9,0.979
1352,2938a9b5,4,0.745
1353,293b51cf,8,0.987
1354,293fda5c,7,0.908
1355,2940e282,10,0.69
1356,294113b9,7,0.913
1357,2944b9e9,8,0.96
1358,294dfbff,8,0.953
1359,295aff14,7,0.963
1360,2961708f,8,0.955
1361,29659881,7,0.952
1362,2983d47d,7,0.983
1363,298ae30a,6,0.91
1364,298e6581,7,0.954
1365,299262ac,0,0.953
1366,29996380,5,0.951
1367,29a13c5e,8,0.952
1368,29a9f394,8,0.943
1369,29aa902c,8,0.913
1370,29b0c158,7,0.959
1371,29b6c82a,8,0.98
1372,29ba41c3,10,0.972
1373,29c5eeda,3,0.952
1374,29cb8836,5,0.963
1375,29cc01ea,8,0.911
1376,29d9d31b,9,0.5609999999999999
1377,29da1a41,6,0.8029999999999999
1378,29e0a114,0,0.956
1379,29e2d9f0,10,0.977
1380,29ebdc56,9,0.969
1381,29edd8cf,3,0.912
1382,29ee5ece,7,0.546
1383,29f0408f,9,0.976
1384,29f826ca,7,0.938
1385,29f95745,8,0.968
1386,29fb6d88,0,0.944
1387,2a00a2fd,4,0.726
1388,2a0a7264,8,0.952
1389,2a0ab392,9,0.958
1390,2a0c33fe,2,0.976
1391,2a131d16,7,0.81
1392,2a1cc836,8,0.927
1393,2a217ae1,4,0.966
1394,2a2a04ed,7,0.917
1395,2a2f47ff,8,0.915
1396,2a39369c,7,0.945
1397,2a40bec3,7,0.957
1398,2a48c8d2,9,0.953
1399,2a4cf978,11,0.958
1400,2a52abbf,5,0.977
1401,2a543515,3,0.907
1402,2a55827e,0,0.938
1403,2a57d6f3,8,0.986
1404,2a59fcb2,0,0.9359999999999999
1405,2a5d1bb6,8,0.943
1406,2a66fadc,0,0.944
1407,2a6ad6f1,9,0.98
1408,2a6ef7eb,3,0.782
1409,2a769c28,8,0.996
1410,2a771ac4,8,0.914
1411,2a7b8512,10,0.982
1412,2a81e3da,10,0.955
1413,2a92c26d,8,0.974
1414,2a96b142,0,0.97
1415,2a96b503,9,0.958
1416,2a97cdff,0,0.9
1417,2a9a1bf9,4,0.925
1418,2aafc560,11,0.959
1419,2ab7cd72,0,0.957
1420,2abe42ea,9,0.984
1421,2abfba7a,11,0.914
1422,2acd3ab1,7,0.919
1423,2ad371bc,5,0.982
1424,2ad39205,9,0.955
1425,2ad67853,7,0.911
1426,2af799d0,7,0.927
1427,2af81eb7,8,0.987
1428,2afcf8a3,10,0.964
1429,2b090ba7,0,0.937
1430,2b0dac18,8,0.959
1431,2b158f8f,7,0.925
1432,2b2198a9,8,0.972
1433,2b260ef6,1,0.45199999999999996
1434,2b2653cf,0,0.962
1435,2b313700,8,0.974
1436,2b3f4638,11,0.935
1437,2b43b61b,8,0.914
1438,2b44d948,0,0.955
1439,2b4c4011,7,0.965
1440,2b4e87ba,7,0.951
1441,2b57ec2d,0,0.962
1442,2b620ffd,8,0.97
1443,2b67f7f0,7,0.966
1444,2b771eb1,9,0.968
1445,2b7c572c,9,0.956
1446,2b835255,9,0.965
1447,2b84e290,9,0.962
1448,2b8baed6,2,0.967
1449,2b9237c4,11,0.925
1450,2ba1312a,2,0.94
1451,2ba2cf8f,8,0.956
1452,2bb13520,8,0.968
1453,2bb9250c,5,0.896
1454,2bb952ab,0,0.961
1455,2bbb029e,7,0.928
1456,2bc52733,6,0.945
1457,2bc802f6,9,0.983
1458,2bcabdc8,2,0.944
1459,2bd19f34,9,0.988
1460,2bde0ede,0,0.957
1461,2be5ed8e,8,0.962
1462,2be7d4be,8,0.909
1463,2be8a587,1,0.917
1464,2beb2a9d,8,0.995
1465,2bebeb9c,9,0.952
1466,2bf55a58,9,0.959
1467,2c06eae6,4,0.943
1468,2c0df8ed,8,0.973
1469,2c11e93b,6,0.895
1470,2c156604,10,0.944
1471,2c1615ea,9,0.95
1472,2c1a2ed6,3,0.952
1473,2c1d11dd,5,0.945
1474,2c1e31f8,8,0.904
1475,2c21b1be,0,0.956
1476,2c2607c3,7,0.94
1477,2c2ac292,1,0.957
1478,2c302eaf,7,0.923
1479,2c30ccf9,8,0.962
1480,2c34e61b,9,0.977
1481,2c37ef73,9,0.951
1482,2c42f8de,10,0.951
1483,2c4cd182,0,0.921
1484,2c577ff5,2,0.9410000000000001
1485,2c5c42ba,4,0.97
1486,2c6522a6,8,0.867
1487,2c72bc92,11,0.967
1488,2c73a7b7,8,0.971
1489,2c74e583,3,0.955
1490,2c815248,2,0.842
1491,2c870ccf,8,0.965
1492,2c89eb26,6,0.903
1493,2c8c60c3,8,0.835
1494,2c8dfe35,7,0.96
1495,2ca2a38c,0,0.951
1496,2cab3152,7,0.961
1497,2cad2bb9,8,0.925
1498,2cb5dcd2,11,0.959
1499,2cb73d71,7,0.95
1500,2cc2ce97,8,0.97
1501,2cc2ebc4,6,0.845
1502,2cddf882,8,0.964
1503,2ce62a92,2,0.853
1504,2ceb4c4f,10,0.975
1505,2cef72ec,0,0.904
1506,2cf1d736,3,0.981
1507,2cf552d5,10,0.961
1508,2d0255c0,0,0.959
1509,2d07ad2e,8,0.918
1510,2d14c007,7,0.968
1511,2d1af391,5,0.962
1512,2d32a5a6,9,0.944
1513,2d38e24a,8,0.955
1514,2d4d23a4,4,0.963
1515,2d4f8d4a,4,0.92
1516,2d52f0bd,3,0.957
1517,2d55fe36,1,0.975
1518,2d5826ca,9,0.97
1519,2d64a6af,11,0.964
1520,2d6669cb,5,0.965
1521,2d715f00,8,0.945
1522,2d7ef100,7,0.947
1523,2d847e5e,9,0.976
1524,2d8c4917,9,0.963
1525,2d8c5cf9,0,0.902
1526,2d977c85,10,0.904
1527,2d9b2f0c,0,0.962
1528,2dae8655,8,0.926
1529,2db0d009,8,0.95
1530,2db6e4fe,8,0.922
1531,2dbdf4ac,0,0.951
1532,2dcd469d,8,0.976
1533,2dd2bf35,8,0.953
1534,2dd7c3dd,8,0.958
1535,2dd8237e,8,0.962
1536,2ddd5caa,4,0.948
1537,2de3cf73,4,0.964
1538,2def4bad,4,0.958
1539,2df1ba63,0,0.987
1540,2df62815,4,0.923
1541,2dffa806,4,0.954
1542,2e05b510,8,0.928
1543,2e0766af,9,0.89
1544,2e19fcda,8,0.953
1545,2e1df6fd,11,0.947
1546,2e1ea65c,1,0.893
1547,2e24b6aa,9,0.948
1548,2e26df45,8,0.922
1549,2e28ea1f,8,0.963
1550,2e2b7fab,8,0.98
1551,2e332b26,11,0.952
1552,2e348bda,3,0.9299999999999999
1553,2e387f2c,3,0.976
1554,2e3ba3bb,4,0.983
1555,2e425cd6,8,0.967
1556,2e51a4fe,9,0.91
1557,2e5b70e2,0,0.918
1558,2e6515e2,10,0.917
1559,2e695026,8,0.976
1560,2e856e86,8,0.912
1561,2e879338,9,0.961
1562,2e898ed0,10,0.9390000000000001
1563,2e8c21bf,4,0.971
1564,2e8fc16b,7,0.721
1565,2e92dac6,8,0.963
1566,2e985892,7,0.91
1567,2e9b2511,7,0.812
1568,2ea02c81,7,0.944
1569,2ea0ef6d,0,0.961
1570,2ea1e2cf,0,0.953
1571,2eb9ee87,7,0.97
1572,2eba4589,9,0.956
1573,2eba7573,9,0.971
1574,2ec11a5c,9,0.94
1575,2ec1844e,8,0.922
1576,2ed47494,9,0.977
1577,2ede7d84,9,0.981
1578,2edf4ffb,7,0.99
1579,2ee180d8,11,0.929
1580,2ee69b62,5,0.973
1581,2eecbc40,8,0.975
1582,2efca100,9,0.984
1583,2f0647de,7,0.994
1584,2f078650,9,0.979
1585,2f19aa1d,8,0.961
1586,2f1fb54f,8,0.99
1587,2f28462c,8,0.9299999999999999
1588,2f2aa648,0,0.944
1589,2f3be676,11,0.925
1590,2f4133ad,9,0.962
1591,2f46677f,7,0.962
1592,2f4a51f4,6,0.8280000000000001
1593,2f5131c6,3,0.9410000000000001
1594,2f630917,8,0.929
1595,2f64e2e3,3,0.919
1596,2f77ab04,5,0.942
1597,2f805e82,3,0.915
1598,2f938e53,8,0.973
1599,2f9e45d9,0,0.9319999999999999
1600,2fa388bb,9,0.911
1601,2fad23d4,9,0.951
1602,2fbc1709,8,0.985
1603,2fd4b6ff,8,0.973
1604,2fe9d056,8,0.928
1605,2fefdb4d,1,0.879
1606,2ff64711,9,0.935
1607,2ffb3f6f,7,0.9390000000000001
1608,301915fc,7,0.969
1609,302974ed,8,0.957
1610,302daa22,0,0.954
1611,30380028,8,0.958
1612,303f2715,8,0.976
1613,303f3f21,8,0.949
1614,304a6fcc,7,0.91
1615,30521eab,9,0.966
1616,3054594a,11,0.955
1617,305e9f43,9,0.964
1618,3061345a,11,0.957
1619,30617afb,8,0.956
1620,3068cce9,0,0.955
1621,30706ccc,1,0.885
1622,30762bdd,7,0.92
1623,307a6dea,8,0.988
1624,307fd254,8,0.983
1625,3082df7e,8,0.922
1626,30842495,4,0.366
1627,30852538,1,0.962
1628,30858285,9,0.972
1629,3087503b,0,0.33399999999999996
1630,30875b12,8,0.974
1631,308da539,10,0.973
1632,30957b28,4,0.957
1633,309792e5,9,0.914
1634,30995212,4,0.29300000000000004
1635,30af6f84,9,0.974
1636,30bd4445,8,0.919
1637,30bfc10b,7,0.948
1638,30cc0a58,8,0.955
1639,30ce9282,8,0.966
1640,30e1fe1a,9,0.976
1641,30ed73c8,4,0.979
1642,30eefe16,1,0.94
1643,30f93fe5,8,0.955
1644,30fab179,8,0.951
1645,30fc3158,11,0.984
1646,30fcd658,10,0.958
1647,30fef85d,8,0.96
1648,311b94e1,3,0.919
1649,313d5ba0,8,0.959
1650,314025df,9,0.968
1651,31406dfd,10,0.922
1652,31472dc4,9,0.966
1653,314ba8bc,7,0.904
1654,314d34d0,2,0.943
1655,31603f8c,9,0.991
1656,3160b59c,9,0.919
1657,3163d2d6,10,0.602
1658,3167921b,7,0.978
1659,3168764b,0,0.949
1660,31698b5d,7,0.968
1661,316b775d,8,0.957
1662,316b8346,8,0.979
1663,317861d1,7,0.972
1664,31871700,8,0.971
1665,318c8c73,10,0.902
1666,3191752b,6,0.979
1667,3199d350,0,0.855
1668,31a7a8ce,9,0.965
1669,31b7478a,3,0.9299999999999999
1670,31bca177,8,0.906
1671,31bcd34f,10,0.929
1672,31c1cdf9,1,0.925
1673,31c4958b,9,0.963
1674,31c77f10,0,0.907
1675,31cb93d6,9,0.951
1676,31cd60df,8,0.968
1677,31d14e7e,10,0.97
1678,31d16793,0,0.955
1679,31d3a869,11,0.923
1680,31dc9c12,10,0.919
1681,31e385a8,10,0.963
1682,31ec2be1,0,0.955
1683,31f9840d,11,0.952
1684,31fb9511,7,0.959
1685,31ff006f,0,0.956
1686,3200c5d3,9,0.958
1687,32241612,9,0.971
1688,322c4667,7,0.917
1689,32363f27,7,0.979
1690,3236c16a,0,0.965
1691,3250b082,2,0.28900000000000003
1692,32537348,8,0.968
1693,32546fa0,8,0.907
1694,325d9fb5,0,0.981
1695,32685f8c,1,0.952
1696,326a0a3a,0,0.942
1697,327e884a,9,0.909
1698,3282bfc0,11,0.958
1699,32872482,8,0.946
1700,328ac70a,8,0.962
1701,32901ff5,8,0.905
1702,329427a7,7,0.961
1703,329671ef,11,0.963
1704,3299a369,8,0.993
1705,329f5682,7,0.922
1706,32af301c,8,0.979
1707,32b6d4f4,8,0.955
1708,32bf07e2,8,0.923
1709,32d00d9e,9,0.953
1710,32d17ff6,9,0.959
1711,32d3ec87,10,0.953
1712,32e02365,4,0.943
1713,32e0a3b7,8,0.955
1714,32e19487,0,0.907
1715,32e57e93,8,0.9359999999999999
1716,32e92a70,0,0.913
1717,32f53774,9,0.916
1718,33067785,8,0.96
1719,330970e0,8,0.966
1720,331173f5,11,0.901
1721,331652fd,11,0.906
1722,3320a6e0,0,0.947
1723,3326128e,9,0.979
1724,332683a0,11,0.928
1725,3326bd02,9,0.914
1726,3328b79a,9,0.964
1727,33298ae7,7,0.914
1728,332e99fb,0,0.931
1729,33422090,11,0.955
1730,334aeff5,0,0.904
1731,334b4d42,1,0.914
1732,3354dd4e,11,0.935
1733,335b6705,8,0.937
1734,336db944,9,0.967
1735,3379ce05,8,0.965
1736,337e262b,9,0.918
1737,338c07ff,7,0.961
1738,3399242d,1,0.931
1739,339f7050,0,0.953
1740,33a2663d,9,0.955
1741,33a2cd6c,9,0.974
1742,33b35478,8,0.961
1743,33be0dd5,11,0.953
1744,33c4a4d8,0,0.969
1745,33c704f0,1,0.883
1746,33d60a71,10,0.957
1747,33d6fbd4,8,0.969
1748,33e9c989,0,0.96
1749,33ea947f,10,0.756
1750,33f1bfbb,10,0.951
1751,33f1c0ae,9,0.96
1752,33f74475,8,0.957
1753,33f74c29,9,0.906
1754,33f8b6e3,7,0.973
1755,34049ffb,11,0.921
1756,3411cc89,9,0.963
1757,341aab49,8,0.955
1758,341d6dab,6,0.966
1759,342c630d,1,0.969
1760,342d02fe,8,0.913
1761,342eac32,8,0.9359999999999999
1762,3434fac9,8,0.966
1763,343e339b,11,0.924
1764,3440f4d7,4,0.957
1765,3447f528,9,0.957
1766,3451bc2f,0,0.9359999999999999
1767,3453e18f,0,0.952
1768,3455063b,8,0.988
1769,34579c5a,10,0.8260000000000001
1770,34604709,8,0.964
1771,34607244,8,0.946
1772,346ecd75,9,0.916
1773,3482cc11,6,0.981
1774,348772e9,10,0.956
1775,349c35d6,0,0.964
1776,34a312bb,9,0.898
1777,34b1b91c,9,0.938
1778,34c18d9e,0,0.972
1779,34ce00b4,8,0.942
1780,34e2d524,10,0.954
1781,34e4480d,9,0.958
1782,34ee365d,10,0.976
1783,34f6b292,7,0.959
1784,34f8c8f6,8,0.97
1785,3512debe,0,0.977
1786,351be62a,2,0.762
1787,351e7f32,5,0.953
1788,3524c5de,8,0.986
1789,353a81e7,7,0.944
1790,353ad961,11,0.815
1791,353d74f2,8,0.918
1792,354d23ac,2,0.849
1793,35533824,9,0.967
1794,3556b14b,4,0.98
1795,3560b484,0,0.931
1796,356114e2,7,0.92
1797,357a996e,1,0.33999999999999997
1798,357adb76,8,0.909
1799,357d2095,9,0.9410000000000001
1800,35b4bb1e,9,0.983
1801,35cb0400,7,0.937
1802,35e67e33,9,0.755
1803,35e70c91,8,0.956
1804,35e80d0d,5,0.988
1805,35f1b146,8,0.925
1806,35f65bd4,10,0.913
1807,36157ac8,9,0.968
1808,36175111,8,0.95
1809,361c1e75,1,0.855
1810,36285e08,11,0.912
1811,363aad37,8,0.964
1812,363f17fd,8,0.958
1813,364c7efe,9,0.96
1814,36530172,9,0.923
1815,3654dc2a,9,0.973
1816,3660eabd,3,0.956
1817,366ef5bf,8,0.922
1818,367bc92c,7,0.991
1819,3684b245,6,0.946
1820,368cfbea,8,0.962
1821,36917189,11,0.968
1822,369b577d,7,0.86
1823,36a8ed58,7,0.924
1824,36ad1093,8,0.959
1825,36bb6861,8,0.955
1826,36bf3cc8,0,0.928
1827,36bf5cd1,3,0.937
1828,36c3339b,0,0.96
1829,36c3c39b,11,0.625
1830,36cf8630,0,0.95
1831,36d0054b,7,0.831
1832,36d03fb3,11,0.922
1833,36dc0542,8,0.959
1834,36ea0203,7,0.906
1835,36ed7bf2,7,0.987
1836,36f29089,8,0.935
1837,36fd36ae,10,0.9359999999999999
1838,36ffec02,8,0.908
1839,37009624,7,0.956
1840,3701066f,11,0.959
1841,3702324b,10,0.96
1842,370356cd,5,0.959
1843,3708e7f5,11,0.903
1844,370a9c77,0,0.931
1845,3719b26c,8,0.969
1846,371eb389,9,0.926
1847,372101d7,0,0.976
1848,372145f4,7,0.965
1849,37233043,0,0.9410000000000001
1850,372bc81e,9,0.999
1851,372d2433,7,0.973
1852,37393f9d,8,0.962
1853,374257a7,3,0.989
1854,375f7201,9,0.953
1855,37608bfd,8,0.962
1856,3773ee87,0,0.952
1857,3779bcee,7,0.979
1858,3780c71c,9,0.98
1859,3782f7fc,2,0.901
1860,3785a52e,9,0.964
1861,37940549,9,0.955
1862,3795231b,7,0.908
1863,379c2e2a,0,0.961
1864,37a66587,10,0.921
1865,37ab0b42,8,0.98
